V_pb,n_0.2,n_0.4,n_0.6,n_0.8,n_1.6,r_ml
7.400002345927956,0.8616717862833801,0.9918726043606098,0.999552446153821,0.9999695983221957,1.0,6.76815721857307
7.549995851530651,0.8692551944739296,0.9929068182233125,0.9996350393302512,0.9999739415493244,1.0,6.896247317294415
7.700002397142254,0.8765007328722915,0.9938108407749093,0.9997045792978796,0.999982627873279,1.0,7.024348551804751
7.850002586092461,0.8834115730007,0.9945986707976506,0.9997610723238176,0.9999869709701065,1.0,7.15244435791082
8.0,0.8899960183726647,0.9952884980277831,0.999804523497631,0.9999913140235019,1.0,7.280537794211024
8.149988456491476,0.8962615920227085,0.995893939468424,0.9998392813069037,0.9999913140235019,1.0,7.408623581137989
8.300008202553814,0.9022259678053937,0.9964197250816151,0.9998696921082678,0.9999956570334662,1.0,7.536736088449976
8.450002630173186,0.9078948354162829,0.9968792659013607,0.9998957568146606,0.9999956570334662,1.0,7.664826974546793
8.60000308662774,0.9132732961490697,0.9972771416645267,0.9999131324165714,0.9999956570334662,1.0,7.792923009093808
8.749998976558349,0.9183763756500917,0.9976266217271643,0.9999305073233331,0.9999956570334662,1.0,7.921015143961962
8.90000096515347,0.9232181052986119,0.9979321862561356,0.9999435380472461,1.0,1.0,8.049112486912534
9.049992856920143,0.9278013634817588,0.9981982887238539,0.9999522249793164,1.0,1.0,8.177201207464774
9.200001865406602,0.9321387822981203,0.9984293602066886,0.9999609117376306,1.0,1.0,8.305304545198728
9.349995899262856,0.9362371938400116,0.9986341698495106,0.9999695983221957,1.0,1.0,8.433395095033275
9.500003068051694,0.940112881704394,0.9988083998808941,0.9999739415493244,1.0,1.0,8.561496861718874
9.649996507466042,0.9437763695906966,0.9989607938416292,0.9999782847330186,1.0,1.0,8.689586903917293
9.800001827817969,0.9472327038854146,0.9990957267070564,0.999982627873279,1.0,1.0,8.817687092091441
9.949999542859922,0.950491424008457,0.9992132147320941,0.9999869709701065,1.0,1.0,8.945780785551692
10.099991233544685,0.9535615812178521,0.9993132720605454,0.9999913140235019,1.0,1.0,9.073869334385819
10.250005028486896,0.9564565834098998,0.9994002596989212,0.9999913140235019,1.0,1.0,9.20197675961401
10.400002345927955,0.9591845427311915,0.9994785336793102,0.9999913140235019,1.0,1.0,9.33007011353464
10.549995851530651,0.9617484714014457,0.9995480987093969,0.9999956570334662,1.0,1.0,9.458160212255986
10.700002397142255,0.9641605941052263,0.9996046120926727,0.9999956570334662,1.0,1.0,9.586261446766322
10.850002586092462,0.9664280379503473,0.9996567717662863,0.9999956570334662,1.0,1.0,9.714357252872391
11.0,0.9685623284623619,0.9997002333761041,0.9999956570334662,1.0,1.0,9.842450689172596
11.149988456491476,0.970565363453115,0.999739345106568,0.9999956570334662,1.0,1.0,9.97053647609956
11.300008202553814,0.9724435319356162,0.9997741081324333,1.0,1.0,1.0,10.098648983411547
11.450002630173186,0.974207626234984,0.9998001785758727,1.0,1.0,1.0,10.226739869508364
11.60000308662774,0.9758681815413576,0.9998262474544124,1.0,1.0,1.0,10.35483590405538
11.749998976558349,0.9774217800552476,0.9998479703245884,1.0,1.0,1.0,10.482928038923534
11.90000096515347,0.9788786626986101,0.9998696921082678,1.0,1.0,1.0,10.611025381874105
12.049992856920143,0.9802443267965022,0.9998870687530068,1.0,1.0,1.0,10.739114102426345
12.200001865406602,0.9815241471878212,0.9999001007803116,1.0,1.0,1.0,10.8672174401603
12.349995899262856,0.9827233876685453,0.9999131324165714,1.0,1.0,1.0,10.995307989994846
12.500003068051694,0.9838472115007022,0.9999261636618099,1.0,1.0,1.0,11.123409756680445
12.649996507466042,0.9849006910540856,0.999934850941413,1.0,1.0,1.0,11.251499798878864
12.800001827817969,0.9858843302421839,0.9999435380472461,1.0,1.0,1.0,11.379599987053012
12.949999542859922,0.9868075508908912,0.9999522249793164,1.0,1.0,1.0,11.507693680513263
13.099991233544685,0.9876707329535163,0.9999565683801925,1.0,1.0,1.0,11.63578222934739
13.250005028486896,0.9884786897009861,0.9999609117376306,1.0,1.0,1.0,11.76388965457558
13.400002345927955,0.9892361776778448,0.9999652550516313,1.0,1.0,1.0,11.891983008496211
13.549995851530651,0.989943457990907,0.9999695983221957,1.0,1.0,1.0,12.020073107217558
13.700002397142255,0.9906007734850182,0.9999739415493244,1.0,1.0,1.0,12.148174341727893
13.850002586092462,0.9912216440935386,0.9999782847330186,1.0,1.0,1.0,12.276270147833962
14.0,0.9918017988446441,0.999982627873279,1.0,1.0,1.0,12.404363584134167
14.149988456491476,0.9923413995576255,0.999982627873279,1.0,1.0,1.0,12.532449371061132
14.300008202553814,0.9928450113987072,0.9999869709701065,1.0,1.0,1.0,12.660561878373118
14.450002630173186,0.9933171689908588,0.9999869709701065,1.0,1.0,1.0,12.788652764469935
14.60000308662774,0.9937579742030302,0.9999869709701065,1.0,1.0,1.0,12.91674879901695
14.749998976558349,0.9941719235478853,0.9999913140235019,1.0,1.0,1.0,13.044840933885105
14.90000096515347,0.9945590933358385,0.9999913140235019,1.0,1.0,1.0,13.172938276835678
15.049992856920143,0.994919554787319,0.9999913140235019,1.0,1.0,1.0,13.301026997387918
15.200001865406602,0.995253374076823,0.9999956570334662,1.0,1.0,1.0,13.42913033512187
15.349995899262856,0.9955693874178039,0.9999956570334662,1.0,1.0,1.0,13.557220884956418
15.500003068051694,0.9958632489830437,0.9999956570334662,1.0,1.0,1.0,13.685322651642016
15.649996507466042,0.9961393853052535,0.9999956570334662,1.0,1.0,1.0,13.813412693840435
15.800001827817969,0.9963934509135481,0.9999956570334662,1.0,1.0,1.0,13.941512882014583
15.949999542859922,0.9966342379772883,0.9999956570334662,1.0,1.0,1.0,14.069606575474834
16.099991233544685,0.9968573940278497,0.9999956570334662,1.0,1.0,1.0,14.19769512430896
16.250005028486896,0.9970673185571917,0.9999956570334662,1.0,1.0,1.0,14.325802549537151
16.400002345927955,0.9972596602769481,1.0,1.0,1.0,1.0,14.453895903457784
16.54999585153065,0.9974431797605219,1.0,1.0,1.0,1.0,14.581986002179129
16.700002397142253,0.9976135212988656,1.0,1.0,1.0,1.0,14.710087236689464
16.85000258609246,0.9977707003630978,1.0,1.0,1.0,1.0,14.838183042795533
17.0,0.9979190950420423,1.0,1.0,1.0,1.0,14.966276479095738
17.149988456491474,0.9980587143185056,1.0,1.0,1.0,1.0,15.094362266022703
17.300008202553812,0.9981852055287199,1.0,1.0,1.0,1.0,15.222474773334689
17.450002630173184,0.9983073000252749,1.0,1.0,1.0,1.0,15.350565659431506
17.60000308662774,0.9984206427598927,1.0,1.0,1.0,1.0,15.478661693978522
17.74999897655835,0.9985252405743823,1.0,1.0,1.0,1.0,15.606753828846676
17.90000096515347,0.9986254565128618,1.0,1.0,1.0,1.0,15.73485117179725
18.04999285692014,0.998716937829822,1.0,1.0,1.0,1.0,15.86293989234949
18.200001865406602,0.998799690039191,1.0,1.0,1.0,1.0,15.991043230083442
18.349995899262858,0.9988824264836266,1.0,1.0,1.0,1.0,16.119133779917988
18.500003068051694,0.9989564404704863,1.0,1.0,1.0,1.0,16.247235546603587
18.649996507466042,0.9990260891727288,1.0,1.0,1.0,1.0,16.375325588802006
18.80000182781797,0.9990913746882782,1.0,1.0,1.0,1.0,16.503425776976155
18.94999954285992,0.9991522989829195,1.0,1.0,1.0,1.0,16.631519470436405
19.099991233544685,0.9992088638904976,1.0,1.0,1.0,1.0,16.75960801927053
19.250005028486896,0.9992610711131005,1.0,1.0,1.0,1.0,16.887715444498724
19.400002345927955,0.999308922221231,1.0,1.0,1.0,1.0,17.015808798419354
19.54999585153065,0.9993567680576476,1.0,1.0,1.0,1.0,17.1438988971407
19.700002397142253,0.9994002596989212,1.0,1.0,1.0,1.0,17.272000131651033
19.85000258609246,0.9994393984525551,1.0,1.0,1.0,1.0,17.400095937757104
20.0,0.999474185494929,1.0,1.0,1.0,1.0,17.52818937405731
